index,sentence
12828,story place reveals cape york art
12829,strong economic data sends wall st higher
12830,struggling indemnity scheme threatens tas builders
12831,tas rains ease pressure on farmers
12832,tension between nth korea and us increases
12833,thorpe hails incredible phelps
12834,three dead dozens wounded in attack on monrovia
12835,three kidnapped judges die in pakistan jail
12836,three us soldiers killed guarding iraqi childrens
12837,three us soldiers killed in iraq
12838,tip off leads us to saddams bodyguards
12839,tourist finds wwii refugees message in a bottle
12840,two brothers face gang rape charges
12841,two to face court over alleged sex assault
12842,ullrich taunts armstrong before tour time test
12843,unis could learn from corporate sector study
12844,us firm considers buying russian space craft for
12845,us slaps sanctions on north korea over missile sale
12846,us stocks rise durables orders give lift
12847,vic ski resorts receive much needed snow
12848,wa bali fund distributes relief payments
12849,wa councils hot under the collar over dog act
12850,wallabies in a rut after bledisloe defeat gregan
12851,wa treatment of sex abuse victims applauded
12852,weapons publicly destroyed in the solomons
12853,webbers warning on track invaders
12854,wine marketing conference kicks off in sa
12855,woman to be sentenced over book thefts
12856,173 fishermen missing in rough bangladesh sea
12857,abu mazen cant govern without arafat
12858,aceh war to last until separatists rooted out
12859,al jazeera says us forces arrest two employees
12860,alp disappointed by csiro scientists redundancy
12861,ambassador released by rouge filipino soldiers
12862,anger as mugabe stays in control of zimbabwe
12863,armstrong aiming for six after eventful tour
12864,armstrong closes on victory as ullrich crashes
12865,armstrong in box seat as ullrich falls
12866,arroyo exposes military coup plot
12867,arroyo extends ultimatum deadline for rebel
12868,arroyo gives military rebels ultimatum
12869,at least 16 rebel soldiers surrender to philippine
12870,at least 34 dead in flood hit eastern indian state
12871,at least 50 rebel soldiers surrender ahead of
12872,aust ambassador caught in manila siege
12873,aust ambassador held in manila mall siege report
12874,aust ministers arrive in singapore for regional
12875,australia disqualified from medley relay
12876,beep beep youve got a message and a divorce
12877,biaggi takes pole for german grand prix
12878,birmingham thrash malaysia in asia cup while
12879,bjorn regains lead ahead of irish final round
12880,bligh beattie reject resignation calls
12881,brisbane hydrant shortage causes fire concerns
12882,brother and sister killed in house fire
12883,bulldogs overpower north queensland
12884,cambodian polling booths open
12885,cambodian polls close
12886,centenary tour surpassed expectations leblanc
12887,chambers charges to british trials victory
12888,charges mooted as hoaxers tie up 000 lines
12889,chelsea happy to play champions league in israel
12890,child deported before detained father told
12891,claim petrol market dominated by discount suppliers
12892,coles entry into discount petrol market to have
12893,conservation council dispute plans for gas
12894,cooke announces war for green jersey
12895,cops steal the show in gay pride parade
12896,coria sets up massu showdown
12897,cpp denies intimidation as cambodian votes
12898,crean says regional terrorism summit is needed
12899,crean to ground badgerys creek airport plan
12900,crean under fire over badgerys creek airport
12901,crocker stunned after upsetting phelps
12902,dargie painted as indigenous advocate
12903,death of us marine not suspicious nt police
12904,decision on nigerian troop deployment to liberia
12905,democrats accuse govt of separating refugee
12906,doctors deterred from becoming gps ama
12907,drought causes problems at lake eucumbene
12908,drought cuts serbias electricity supply
12909,early election is a possibility howard
12910,earthquake in western turkey injures 10
12911,educational guidelines were a success mp
12912,elka to compete in hobart despite barca collapse
12913,emotional zhou faints with joy after relay gold
12914,family drug support to spread its wings to tas
12915,fire destroys local bowls club
12916,four us soldiers charged for abusing iraqi pows
12917,future leader of national party unknown vaile
12918,govt asked to investigate france war graves claims
12919,govt deadline on philippines rebels lapses without
12920,govt needs to readdress security issues bartlett
12921,guantanamo detainee habib forgotten wife
12922,howard says decision to join war in iraq was tough
12923,inkster clinches record breaking win as webb
12924,insurance woes add to pharmaceutical ills
12925,iran open to tougher nuclear checks official says
12926,jacobsen maintains one shot lead at greater
12927,japanese food outlets ready to invade south korea
12928,labor to review health insurance rebate
12929,lehmann falls for record test score
12930,lendu militia massacre dozens congo officials
12931,liberian rebels push across bridge towards
12932,liberian rebels push across key bridge towards
12933,local environmentalists do their bit for national
12934,love brings up maiden test ton as waugh declares
12935,makaay says he will join bayern
12936,man being questioned over sydney stabbings
12937,man charged after taking knife into nightclub
12938,man injured after bomb explodes in cambodian
12939,man killed in motorcycle accident
12940,man plans to take passion for mercedes to the grave
12941,midwives to push upper house on new act
12942,mother learns of sons death on the news
